Date,Time,State,PuFrom,Address,Street
2014.07.31,5:15,NY                                                                                                                           ,MANHATTAN,52,W 13 ST             
2014.07.08,6:00,NY                                                                                                                           ,MANHATTAN,31,E 31 ST             
2014.07.17,5:00,NY                                                                                                                           ,MANHATTAN,64,E 86 ST             
2014.08.07,4:30,NY                                                                                                                           ,MANHATTAN,666,WEST END AVE        
2014.07.21,4:00,NY                                                                                                                           ,MANHATTAN,176,E 2 ST              
2014.07.25,13:30,NY                                                                                                                           ,QUEENS,20016,53 AVE              
2014.07.18,7:15,NY                                                                                                                           ,MANHATTAN,4,PARK AVE            
2014.07.29,5:30,NY                                                                                                                           ,MANHATTAN,415,W 23 ST             
2014.07.29,7:15,NY                                                                                                                           ,MANHATTAN,31,W 17 ST             
2014.07.22,9:00,NY                                                                                                                           ,MANHATTAN,113,E 13 ST             
2014.07.30,4:00,NY                                                                                                                           ,MANHATTAN,116,John St             
2014.07.29,9:15,NY                                                                                                                           ,MANHATTAN,222,E 34 ST             
2014.08.09,4:15,NY                                                                                                                           ,MANHATTAN,50,W 36 ST             
2014.08.04,4:00,NY                                                                                                                           ,MANHATTAN,243,E 27 St             
2014.07.27,3:30,NY                                                                                                                           ,MANHATTAN,6,MACDOUGAL ALLEY     
2014.07.27,6:30,NY                                                                                                                           ,MANHATTAN,175,W 12 ST             
2014.09.19,9:30,NY                                                                                                                           ,QUEENS,14410,135 Ave             
2014.07.29,4:00,NY                                                                                                                           ,MANHATTAN,485,1 AVE               
2014.07.29,6:45,NY                                                                                                                           ,MANHATTAN,68,IRVING PL           
